Nombre,Código,Departamento,Provincia,Municipio,Asiento,Zona,Longitud,Latitud
Unidad Educativa Sucanavi,2-0576-02839,La Paz,Aroma,Calamarca,Sucanavi,Zona 4233,-68.07456,-16.930139
Casa de Gobierno,2-0577-02838,La Paz,Aroma,Calamarca,Ajoya,Zona 4231,-68.08315,-16.96971
U.E. German Busch de Sivicani,2-0578-25786,La Paz,Aroma,Calamarca,Sivicani,Zona 4230,-68.146929,-16.990566
U.E. Venezuela de Totorani,2-0579-25785,La Paz,Aroma,Calamarca,Totorani (Aroma),Zona 4233,-68.175413,-16.957593
U.E. San Antonio,2-0580-25796,La Paz,Aroma,Calamarca,San Antonio de Senkata,Zona 4235,-68.18001,-16.797759
Casa de Gobierno,2-0581-02843,La Paz,Aroma,Calamarca,Cosmini,Zona 4232,-68.179674,-16.899861
U.E. Germán Busch de Caluyo,2-0582-25797,La Paz,Aroma,Calamarca,V. Carmen de Caluyo,Zona 4236,-68.136064,-16.787645
Esc. Central Choritotora,2-0583-02845,La Paz,Aroma,Calamarca,Choritotora,Zona 4236,-68.08884,-16.84568
Escuela Eduardo Avaroa,2-0584-02846,La Paz,Aroma,Calamarca,Vilaque Copata,Zona 4234,-68.163331,-16.850277
Unidad Educativa Franz Tamayo,2-3346-00001,La Paz,Aroma,Calamarca,Huayhuasi,Zona 4234,-68.1254,-16.85869
U.E. Juan José Torrez,2-3841-00001,La Paz,Aroma,Calamarca,Chocorosi,Zona 4236,-68.08725,-16.75592
U.E. Porvenir de Cañuma,2-4352-26052,La Paz,Aroma,Calamarca,Cañuma,Zona 4231,-68.114135,-17.000784
Esc. Roberto Pabon,2-0585-02847,La Paz,Aroma,Patacamaya,Patacamaya,Zona 4243,-67.917551,-17.241415
U.E. German Busch,2-0585-25341,La Paz,Aroma,Patacamaya,Patacamaya,Zona 4243,-67.907779,-17.243401
U.E. Chiarumani,2-0586-25802,La Paz,Aroma,Patacamaya,Chiarumani,Zona 4237,-67.877756,-17.178419
Unidad Educativa Muruchapi,2-0587-02850,La Paz,Aroma,Patacamaya,Muruchapi,Zona 4237,-67.82782,-17.13052
Escuela Colchani,2-0588-02851,La Paz,Aroma,Patacamaya,Colchani,Zona 4247,-67.85081,-17.23891
U.E. Sasari,2-0589-25791,La Paz,Aroma,Patacamaya,Sasari,Zona 4247,-67.825411,-17.226753
Unidad Educativa Viscachani,2-0590-02853,La Paz,Aroma,Patacamaya,Viscachani,Zona 4249,-67.94845,-17.18089
Escuela Calama,2-0591-02854,La Paz,Aroma,Patacamaya,Iquiaca de Umala,Zona 4245,-67.93645,-17.24388
U.E. Nacional de Ayacucho,2-0592-25804,La Paz,Aroma,Patacamaya,Culta Arejllanga,Zona 4238,-67.923467,-17.287711
Esc. Taypillanga,2-0593-02856,La Paz,Aroma,Patacamaya,Ex Hacienda Taypillanga,Zona 4240,-67.90216,-17.30549
Esc. Seccional Jatuquira,2-0594-02857,La Paz,Aroma,Patacamaya,Pusuta,Zona 4247,-67.858409,-17.268296
Casa de Gobierno,2-0595-02858,La Paz,Aroma,Patacamaya,Chacoma,Zona 4244,-67.883518,-17.204275
Colegio Franz Tamayo,2-0596-02859,La Paz,Aroma,Patacamaya,Chiaraque,Zona 4246,-68.02139,-17.22715
Colegio 23 de Marzo,2-0597-02860,La Paz,Aroma,Patacamaya,San Martín de Iquiaca,Zona 4245,-67.954619,-17.215022
Nucleo Educativo Belen Iquiaca,2-0598-02861,La Paz,Aroma,Patacamaya,Villa Concepción de Belén,Zona 4248,-67.94446,-17.1978
U.E. Villa Patarani,2-0600-25803,La Paz,Aroma,Patacamaya,Villa Patarani,Zona 4242,-67.997787,-17.248021
Unidad Educativa Cauchi   Titiri,2-3234-08009,La Paz,Aroma,Patacamaya,Cauchi Titiri,Zona 4239,-67.86247,-17.31285
U.E. Nacional Litoral,2-0601-25798,La Paz,Aroma,Colquencha,Colquencha,Zona 4252,-68.245253,-16.930873
Escuela Litoral,2-0603-02866,La Paz,Aroma,Colquencha,Micaya,Zona 4251,-68.22531,-16.95084
U.E. Tte. Cnel. Max Toledo,2-0604-25799,La Paz,Aroma,Colquencha,Marquirivi,Zona 4253,-68.263974,-16.917509
Esc. Ladislao Cabrera,2-0605-02873,La Paz,Aroma,Colquencha,Nueva Esperanza de Machacamarca,Zona 4254,-68.20877,-16.87736
U.E. Túpac Katari,2-0606-25800,La Paz,Aroma,Collana,Collana (Aroma),Zona 4256,-68.281985,-16.907187
U.E. Pedro Domingo Murillo B,2-0607-25801,La Paz,Aroma,Collana,Uncallamaya,Zona 4255,-68.287894,-16.881519
Casa Social,2-0608-02871,La Paz,Aroma,Collana,Hichuraya Chico,Zona 4257,-68.23739,-16.84444
U.E. Felix Reyes Ortiz,2-0612-00002,La Paz,Nor Yungas,Coroico,Coroico,Zona 4259,-67.726614,-16.187929
U.E. San Pedro,2-0612-02684,La Paz,Nor Yungas,Coroico,Coroico,Zona 4259,-67.726811,-16.190674
U.E. Yolosa,2-0613-25346,La Paz,Nor Yungas,Coroico,Yolosa,Zona 4259,-67.7398,-16.23344
Centro Cultural Femenino Yolosa,2-0613-32256,La Paz,Nor Yungas,Coroico,Yolosa,Zona 4259,-67.739108,-16.232427
Col. Tec. Hum. Cruz Loma,2-0614-00684,La Paz,Nor Yungas,Coroico,Cruz Loma,Zona 4259,-67.697811,-16.200279
Escuela Jhon F. Kennedy,2-0615-02685,La Paz,Nor Yungas,Coroico,Challajahuira,Zona 4259,-67.696914,-16.092288
U.E. Franz Tamayo,2-0616-02686,La Paz,Nor Yungas,Coroico,Mururata,Zona 4260,-67.738746,-16.143578
Escuela Santa Rosa de Quilo Quilo,2-0617-02702,La Paz,Nor Yungas,Coroico,Sta. Rosa de Quilo Quilo,Zona 4260,-67.81871,-16.03682
Casa de Gobierno de Suapi,2-0618-02687,La Paz,Nor Yungas,Coroico,Suapi,Zona 4260,-67.77345,-16.110865
U.E. Pacallo,2-0619-02688,La Paz,Nor Yungas,Coroico,Pacollo,Zona 4258,-67.791546,-16.204885
Escuela Unduavi,2-2770-02689,La Paz,Nor Yungas,Coroico,Unduavi,Zona 4258,-67.90942,-16.31096
Unidad Educativa Puente Armas,2-3465-00001,La Paz,Nor Yungas,Coroico,Puente Armas,Zona 4259,-67.665306,-16.040524
U.E. San Francisco Xavier,2-4538-32230,La Paz,Nor Yungas,Coroico,Carmen Pampa,Zona 4259,-67.696475,-16.263677
U.E. Tocaña,2-4548-32241,La Paz,Nor Yungas,Coroico,Tocaña,Zona 4258,-67.737332,-16.165872
U.E. Villa Rosario,2-4558-32253,La Paz,Nor Yungas,Coroico,Cusilluni,Zona 4260,-67.763013,-16.123916
Sede Social de la Comunidad Paco,2-4559-32257,La Paz,Nor Yungas,Coroico,Paco,Zona 4259,-67.722152,-16.189466
U.E. Alto Choro,2-4598-32343,La Paz,Nor Yungas,Coroico,Comunidad Alto Choro,Zona 4259,-67.630357,-16.042721
U.E. Cap. Luis Rivero Sanchez,2-0620-02690,La Paz,Nor Yungas,Coripata,Coripata,Zona 4262,-67.60426,-16.31971
Casa Cultural San Juan de Coripata,2-0621-02703,La Paz,Nor Yungas,Coripata,San Juan de Coripata,Zona 4265,-67.519414,-16.280169
U.E. Rosemary G. de Barrientos,2-0622-02691,La Paz,Nor Yungas,Coripata,Arapata,Zona 4265,-67.64132,-16.27026
U.E. Mcal. Andres de Santa Cruz,2-0622-32254,La Paz,Nor Yungas,Coripata,Arapata,Zona 4265,-67.636789,-16.273071
Colegio Santiago Tocoroni,2-0623-02692,La Paz,Nor Yungas,Coripata,Santiago Tocoroni,Zona 4265,-67.443293,-16.312994
Colegio Fraz Tamayo Fe y Alegria,2-0624-02693,La Paz,Nor Yungas,Coripata,Trinidad Pampa,Zona 4263,-67.6668,-16.28096
Escuela Milluhuaya Alto,2-0625-02698,La Paz,Nor Yungas,Coripata,Milluhuaya,Zona 4261,-67.61317,-16.37393
Esc. German Busch,2-0630-02541,La Paz,Abel Iturralde,Ixiamas,Ixiamas,1,-68.12748,-13.76644
U.E. Tahua,2-0631-02576,La Paz,Abel Iturralde,Ixiamas,Tahua,Zona 4269,-67.908421,-13.861724
Esc. Esperanza Del Madidi,2-0632-02574,La Paz,Abel Iturralde,Ixiamas,Esperanza del Madidi,Zona 4270,-67.17106,-12.61393
Sede Del Carmen del Emero,2-0633-02577,La Paz,Abel Iturralde,Ixiamas,Carmen del Emero,Zona 4267,-67.37585,-13.38387
Escuela Puerto Perez,2-0635-01060,La Paz,Abel Iturralde,Ixiamas,Puerto Pérez (Iturralde),Zona 4271,-68.55753,-12.44095
Escuela Nueva Idiamas,2-3267-20052,La Paz,Abel Iturralde,Ixiamas,Nueva Idiama,Zona 4266,-68.44615,-13.64052
Escuela Tomas Catari,2-3268-20053,La Paz,Abel Iturralde,Ixiamas,El Tigre,Zona 4266,-68.5165,-13.60102
Unidad Educativa El Tigre,2-3466-00001,La Paz,Abel Iturralde,Ixiamas,El Tigre (Río Madre de Dios),Zona 4271,-67.985856,-11.95211
Unidad Educativa 10 de Abril,2-3467-00001,La Paz,Abel Iturralde,Ixiamas,Macahua,Zona 4266,-68.06606,-13.78335
Escuela Villa Fatima,2-3468-00001,La Paz,Abel Iturralde,Ixiamas,Villa Fátima,Zona 4268,-67.51065,-13.81614
Escuela Puerto Araona,2-3469-00001,La Paz,Abel Iturralde,Ixiamas,Puerto Araona,Zona 4271,-67.955664,-12.674716
U.E. Manurimi,2-4019-25335,La Paz,Abel Iturralde,Ixiamas,Santa Rosa,Zona 4271,-67.697687,-12.045553
U.E. Puerto Ruso,2-4599-32344,La Paz,Abel Iturralde,Ixiamas,Comunidad Originaria Tsimane Puerto Ruso Undumo,Zona 4266,-68.16541,-13.628041
Escuela Jose Manuel Pando,2-0626-02545,La Paz,Abel Iturralde,San Buenaventura,San Buenaventura,Zona 4272,-67.535419,-14.438452
U.E. Guerrilleros Lanza,2-0626-32267,La Paz,Abel Iturralde,San Buenaventura,San Buenaventura,Zona 4272,-67.553292,-14.418324
Esc. Chaupy Yachay Huasi,2-0627-02575,La Paz,Abel Iturralde,San Buenaventura,San José de Chupiamonas,Zona 4273,-68.054846,-14.213411
U.E. Tumupasa B,2-0628-02542,La Paz,Abel Iturralde,San Buenaventura,Tumupasa,Zona 4274,-67.887374,-14.143765
Unidad Educativa Central Buena Vista,2-3470-00001,La Paz,Abel Iturralde,San Buenaventura,Buena Vista,Zona 4272,-67.569518,-14.369246
Unidad Educativa San Miguel,2-3471-00001,La Paz,Abel Iturralde,San Buenaventura,San Miguel,Zona 4272,-67.52943,-14.4718
U.E. Santa Ana,2-4561-32260,La Paz,Abel Iturralde,San Buenaventura,Santa Anita,Zona 4274,-67.764114,-14.238677
U.E. Bautista Saavedra,2-0637-02438,La Paz,Bautista Saavedra,Charazani,Charazani,Zona 4277,-68.993306,-15.177288
Escuela Seccional Chari,2-0638-02418,La Paz,Bautista Saavedra,Charazani,Chari,Zona 4278,-69.041,-15.17468
U. E. Isqani 2,2-0639-25768,La Paz,Bautista Saavedra,Charazani,Amarete,Zona 4275,-68.984086,-15.234418
U. E. Chullina,2-0640-25769,La Paz,Bautista Saavedra,Charazani,Chulina (San Miguel),Zona 4281,-68.935833,-15.169034
U. E. Carijana,2-0641-25589,La Paz,Bautista Saavedra,Charazani,Carijana,Zona 4282,-68.769805,-15.222077
U.E. Gral. Ramon Gonzales,2-0642-02385,La Paz,Bautista Saavedra,Charazani,Gral. Ramón Gonzales,Zona 4276,-69.0027,-15.19283
U. E. Yawar Mallku,2-0643-25770,La Paz,Bautista Saavedra,Charazani,Santa Rosa de Caata,Zona 4279,-69.010221,-15.15483
U.E. Pauje Yuyo,2-2771-02402,La Paz,Bautista Saavedra,Charazani,Pauje Yuyo,Zona 4282,-68.464243,-15.058027
Unidad Educativa Apacheta,2-3235-08014,La Paz,Bautista Saavedra,Charazani,Apacheta,Zona 4280,-69.12223,-15.14201
U.E. Soto Pata,2-3313-25590,La Paz,Bautista Saavedra,Charazani,Soto Pata,Zona 4282,-68.474778,-15.151416
U. E. Llachuani,2-3347-25767,La Paz,Bautista Saavedra,Charazani,Amarka,Zona 4280,-69.042758,-15.267396
U.E. Sayhuani,2-3383-00001,La Paz,Bautista Saavedra,Charazani,Sayhuani,Zona 4275,-68.901006,-15.291925
Unidad Educativa Kallurhuaya,2-3472-00001,La Paz,Bautista Saavedra,Charazani,Kallurhuaya,Zona 4281,-68.84801,-15.1727
Escuela Central Moyapampa,2-3623-00001,La Paz,Bautista Saavedra,Charazani,Moyapampa,Zona 4275,-69.013091,-15.259445
U. E. Siatha,2-3624-00001,La Paz,Bautista Saavedra,Charazani,Siatha,Zona 4282,-68.68688,-15.20615
U.E. Atique,2-3625-00001,La Paz,Bautista Saavedra,Charazani,Atique,Zona 4275,-68.9374,-15.2096
U.E. Niño Corin,2-4464-26496,La Paz,Bautista Saavedra,Charazani,Niño Corin,Zona 4279,-68.98256,-15.16155
U.E. Florida,2-4465-26497,La Paz,Bautista Saavedra,Charazani,Florida,Zona 4282,-68.54362,-15.16852
Centro Comunal Callinsani,2-4521-32215,La Paz,Bautista Saavedra,Charazani,Callinsani,Zona 4275,-68.939193,-15.331186
U.E. Tacachillani,2-4527-32220,La Paz,Bautista Saavedra,Charazani,Tacachillani,Zona 4275,-68.988441,-15.268543
Centro Comunal Chuxña Quta,2-4528-32222,La Paz,Bautista Saavedra,Charazani,Chuxña Quta,Zona 4280,-69.165328,-15.135982
U.E. Jatichulaya,2-4555-32249,La Paz,Bautista Saavedra,Charazani,Jatichulaya,Zona 4277,-68.969717,-15.173063
U.E. Inca Roca,2-4556-32250,La Paz,Bautista Saavedra,Charazani,Inca Roca,Zona 4277,-68.9705,-15.1875
U.E. Lunlaya,2-4557-32251,La Paz,Bautista Saavedra,Charazani,Lunlaya,Zona 4279,-69.0221,-15.174457
U.E. Jotahoco,2-4583-32295,La Paz,Bautista Saavedra,Charazani,Jotahoco,Zona 4275,-68.996927,-15.255511
U. E. San Pedro De Curva,2-0644-25772,La Paz,Bautista Saavedra,Curva,Curva,Zona 4284,-69.003369,-15.126179
Sede Comunal,2-0645-02388,La Paz,Bautista Saavedra,Curva,Puli,Zona 4288,-68.913067,-15.058456
Escuela Kapna,2-0646-02425,La Paz,Bautista Saavedra,Curva,Kapna,Zona 4288,-68.933805,-15.131039
U.E. San Juan de Caalaya,2-0647-25771,La Paz,Bautista Saavedra,Curva,Caalaya,Zona 4287,-69.0371,-15.0952
Nucleo Escolar Upinuaya,2-0648-02419,La Paz,Bautista Saavedra,Curva,Upinuaya,Zona 4283,-69.028505,-15.125103
Sede Social,2-0649-02422,La Paz,Bautista Saavedra,Curva,Lagunillas,Zona 4284,-69.008519,-15.12512
U. E. Cañizaya,2-0650-25773,La Paz,Bautista Saavedra,Curva,Cañizaya,Zona 4286,-69.01836,-15.086053
Recinto Taipi Canuma,2-0651-02458,La Paz,Bautista Saavedra,Curva,Taipi Cañuma,Zona 4285,-69.13345,-15.03614
Col. Nacional Mixto Copacabana,2-0652-02302,La Paz,Manco Kapac,Copacabana,Copacabana,Zona 4291,-69.08396,-16.1632
Esc. Col. Tec. Humanistico Huacuyo,2-0653-02285,La Paz,Manco Kapac,Copacabana,Huacuyo,Zona 4293,-69.03305,-16.17805
Esc. 16 de Julio,2-0654-02314,La Paz,Manco Kapac,Copacabana,Lokha,Zona 4290,-69.0842,-16.20929
Escuela Seccional Sampaya,2-0655-02275,La Paz,Manco Kapac,Copacabana,Sampaya,Zona 4294,-69.1012,-16.08231
Colegio Challa,2-0656-02335,La Paz,Manco Kapac,Copacabana,Challa(Isla del Sol),Zona 4294,-69.173327,-16.012404
Centro de Salud Siripaca,2-0657-02289,La Paz,Manco Kapac,Copacabana,Siripaca,Zona 4294,-69.06173,-16.09907
Escuela Villa Rosario,2-2772-02288,La Paz,Manco Kapac,Copacabana,Chisi,Zona 4293,-68.98846,-16.14534
U.E. Challapampa,2-4182-25614,La Paz,Manco Kapac,Copacabana,Challapampa Isla del Sol,Zona 4294,-69.187982,-15.995268
Col. Simon Bolivar,2-0658-02313,La Paz,Manco Kapac,San Pedro de Tiquina,San Pedro de Tiquina,Zona 4297,-68.85252,-16.22503
Esc. Mixta San Pablo De Tiquina,2-0659-02276,La Paz,Manco Kapac,San Pedro de Tiquina,San Pablo de Tiquina,Zona 4300,-68.84653,-16.21544
U.E. Santiago de Ojje,2-0660-25746,La Paz,Manco Kapac,San Pedro de Tiquina,Santiago de Ojje,Zona 4296,-68.877739,-16.258216
Sede Social,2-0661-02306,La Paz,Manco Kapac,San Pedro de Tiquina,Calata de San Martín,Zona 4299,-68.89336,-16.22142
Colegio Villa Amacari,2-0662-02319,La Paz,Manco Kapac,San Pedro de Tiquina,Villa Amacari,Zona 4298,-68.86105,-16.25432
U. E. Puerto Mejillones,2-4493-32126,La Paz,Manco Kapac,San Pedro de Tiquina,Calata Grande,Zona 4299,-68.917777,-16.202055
Colegio Nacional Mixto Tito Yupanqui,2-0663-02312,La Paz,Manco Kapac,Tito Yupanqui,Tito Yupanqui (Parquipujiu),V. Copacabana,-68.95449,-16.19247
Escuela Huatapampa,2-0664-00312,La Paz,Manco Kapac,Tito Yupanqui,Huatapampa,Zona 4302,-68.95433,-16.17676
U.E. Mcal. Sucre,2-0665-25812,La Paz,Gualberto Villarroel,San Pedro de Curahuara,San Pedro de Curahuara,Zona 4307,-68.047578,-17.653062
U.E. Antofagasta de Puerto Castrillo,2-0666-25815,La Paz,Gualberto Villarroel,San Pedro de Curahuara,Puerto Castrillo,Zona 4309,-67.831093,-17.56286
Esc. Chilaguala,2-0667-02748,La Paz,Gualberto Villarroel,San Pedro de Curahuara,Chilaguala,Zona 4312,-68.01054,-17.47809
Colegio Hernando Siles,2-0668-02749,La Paz,Gualberto Villarroel,San Pedro de Curahuara,Villa Manquiri,Zona 4309,-67.91642,-17.5809
U.E. Chojña,2-0669-25814,La Paz,Gualberto Villarroel,San Pedro de Curahuara,Pedro Domingo Murillo (Chojña),Zona 4308,-67.880662,-17.63448
Colegio Luis Espinal,2-0670-02751,La Paz,Gualberto Villarroel,San Pedro de Curahuara,Waldo Ballivián,Zona 4311,-67.98427,-17.54257
Esc. Juan Cancio Colque,2-0671-02752,La Paz,Gualberto Villarroel,San Pedro de Curahuara,Conchari,Zona 4303,-68.10113,-17.65724
U.E. Janko Marca,2-0672-25813,La Paz,Gualberto Villarroel,San Pedro de Curahuara,Janko Marca,Zona 4305,-67.871259,-17.668642
Colegio Wisco Kari,2-0673-02761,La Paz,Gualberto Villarroel,San Pedro de Curahuara,Río Mulato Kari,Zona 4306,-67.96583,-17.72286
U.E. Jalsuri,2-0674-25808,La Paz,Gualberto Villarroel,San Pedro de Curahuara,Jalsuri,Zona 4304,-67.894556,-17.736149
U.E. Tocopilla,2-0676-25811,La Paz,Gualberto Villarroel,San Pedro de Curahuara,German Busch (G. Villarroel),Zona 4310,-68.055762,-17.533185
U.E. Bolivia,2-4179-25611,La Paz,Gualberto Villarroel,San Pedro de Curahuara,Hunto Chico Bajo,Zona 4310,-68.041433,-17.592135
Unidad Educativa Pacollo,2-0675-02762,La Paz,Gualberto Villarroel,Papel Pampa,Pacollo (G. Villarroel),Zona 4315,-67.872302,-17.780794
Casa de Gobierno,2-0677-02753,La Paz,Gualberto Villarroel,Papel Pampa,Papel Pampa,Zona 4314,-67.769328,-17.815316
U.E. Santos Marca Thola,2-0678-25807,La Paz,Gualberto Villarroel,Papel Pampa,Mollebamba,Zona 4317,-67.827301,-17.739609
U.E. Gualberto Villarroel,2-0679-25806,La Paz,Gualberto Villarroel,Papel Pampa,Uno Pata,Zona 4320,-67.711973,-17.69483
Escuela Circa Cruzani,2-0680-02756,La Paz,Gualberto Villarroel,Papel Pampa,Circa Cruzani,Zona 4318,-67.62467,-17.71481
Sede Social Caylla Churo,2-0681-02757,La Paz,Gualberto Villarroel,Papel Pampa,Caylla Churo,Zona 4319,-67.56867,-17.6794
U.E. Rivera Alta,2-0682-25805,La Paz,Gualberto Villarroel,Papel Pampa,Rivera Alta,Zona 4322,-67.663528,-17.591739
Casa de Gobierno,2-0683-02759,La Paz,Gualberto Villarroel,Papel Pampa,Eduardo Avaroa (Escalona),Zona 4313,-67.825749,-17.669264
Sede Sindical,2-0684-02760,La Paz,Gualberto Villarroel,Papel Pampa,San Felipe de Challa,Zona 4316,-67.6296,-17.74787
Unidad Educativa San Jose,2-3236-08010,La Paz,Gualberto Villarroel,Papel Pampa,San José,Zona 4313,-67.753873,-17.724533
Escuela Colque Amaya Alta,2-3314-00001,La Paz,Gualberto Villarroel,Papel Pampa,Colque Amaya Alta,Zona 4321,-67.785229,-17.571263
Esc. Tituza,2-3419-00001,La Paz,Gualberto Villarroel,Papel Pampa,Tituza,Zona 4322,-67.57115,-17.60931
U.E. Chacarilla,2-0685-25809,La Paz,Gualberto Villarroel,Chacarilla,Chacarilla,Zona 4323,-68.212468,-17.5833
U.E. Rosapata,2-0686-25810,La Paz,Gualberto Villarroel,Chacarilla,Rosapata,Zona 4324,-68.10151,-17.498402
Esc. Puerto Aroma,2-0687-02767,La Paz,Gualberto Villarroel,Chacarilla,Puerto Aroma,Zona 4325,-68.159975,-17.460952
Escuela Santiago de Machaca,2-0688-02915,La Paz,General José Manuel Pando,Santiago de Machaca,Santiago de Machaca,Zona 4330,-69.19207,-17.06675
Colegio Pedro Kramer,2-0689-02937,La Paz,General José Manuel Pando,Santiago de Machaca,Berenguela,Zona 4331,-69.21403,-17.28709
Escuela Central Huari Phujo,2-0690-02938,La Paz,General José Manuel Pando,Santiago de Machaca,Santiago de Huari Phujo,Zona 4329,-69.04736,-17.13798
Escuela Atacuni,2-0692-02943,La Paz,General José Manuel Pando,Santiago de Machaca,General José Ballivián (Atacuni),Zona 4326,-69.15105,-17.17518
Colegio Bautista Saavedra,2-0693-02936,La Paz,General José Manuel Pando,Santiago de Machaca,Bautista Saavedra,Zona 4327,-69.25512,-17.206
U.E. Villa Exaltación,2-0694-25817,La Paz,General José Manuel Pando,Santiago de Machaca,Villa Exaltación,Zona 4328,-69.275775,-17.24562
U.E. Parachi,2-0691-25818,La Paz,General José Manuel Pando,Catacora,Pojo (Parachi),Zona 4332,-69.468027,-17.295775
Nucleo Escolar Catacora,2-0695-02930,La Paz,General José Manuel Pando,Catacora,Catacora,Zona 4333,-69.48728,-17.16064
Esc. Thola Collo,2-0696-02931,La Paz,General José Manuel Pando,Catacora,Thola Collo,Zona 4334,-69.55588,-17.234427
Nucleo Escolar Pairumani Grande,2-0697-02932,La Paz,General José Manuel Pando,Catacora,Pairumani Grande,Zona 4335,-69.426736,-17.32818
U. E. Madre Maria Federica,2-0698-02546,La Paz,Caranavi,Caranavi,Caranavi,Zona 4342,-67.56628,-15.83424
Unidad Educativa Simon Bolivar,2-0698-02555,La Paz,Caranavi,Caranavi,Caranavi,Zona 4342,-67.55769,-15.83356
Col. Jhon F. Keneddy,2-0698-02565,La Paz,Caranavi,Caranavi,Caranavi,Zona 4342,-67.56451,-15.83448
U.E. Suazo,2-0698-25338,La Paz,Caranavi,Caranavi,Caranavi,Zona 4342,-67.566418,-15.830721
Instituto Americano,2-0698-25339,La Paz,Caranavi,Caranavi,Caranavi,Zona 4342,-67.566438,-15.833471
U.E. Venezuela,2-0698-25340,La Paz,Caranavi,Caranavi,Caranavi,Zona 4342,-67.564684,-15.833096
Col. San Lorenzo,2-0699-02560,La Paz,Caranavi,Caranavi,San Lorenzo,Zona 4348,-67.50715,-15.79369
Esc. N. Choro,2-0700-02549,La Paz,Caranavi,Caranavi,Choro,Zona 4336,-67.631586,-16.033246
Esc. P. Domingo Murillo,2-0701-02554,La Paz,Caranavi,Caranavi,Taypiplaya,Zona 4339,-67.47856,-15.93649
Escuela Simon Bolivar de Santa Fe,2-0702-02567,La Paz,Caranavi,Caranavi,Santa Fé,Zona 4343,-67.62475,-15.80753
U.E. Germán Busch,2-0703-25585,La Paz,Caranavi,Caranavi,Alcoche,Zona 4344,-67.674702,-15.749377
U. E. Villa Elevación,2-0704-25587,La Paz,Caranavi,Caranavi,Villa Elevación,Zona 4349,-67.628433,-15.68763
U. E. Villa Flor de Mayo,2-0705-25588,La Paz,Caranavi,Caranavi,Villa Flor de Mayo,Zona 4349,-67.6039,-15.68291
Esc. F. Incahuara,2-0706-02571,La Paz,Caranavi,Caranavi,Incahuara de Kullu Cuchu,Zona 4338,-67.59956,-15.97782
Esc. Uyunense,2-0707-02552,La Paz,Caranavi,Caranavi,Uyunense,Zona 4341,-67.58036,-15.86842
Centro de Salud Santa Ana,2-0710-25586,La Paz,Caranavi,Caranavi,Santa Ana de Caranavi,Zona 4340,-67.552956,-15.905739
U. E. Rene Zenon Portillo Chavarria,2-0714-02569,La Paz,Caranavi,Caranavi,San Pablo,Zona 4346,-67.54003,-15.77183
Esc. C. de Chojna,2-0715-02547,La Paz,Caranavi,Caranavi,Chojña,Zona 4337,-67.56999,-15.95466
Esc. San Pedro,2-0716-02572,La Paz,Caranavi,Caranavi,San Pedro,Zona 4338,-67.61211,-16.00981
Col. Guillermo Molina,2-0721-02550,La Paz,Caranavi,Caranavi,Rosario Entre Ríos,Zona 4348,-67.44241,-15.77615
Esc. Tupac Katari,2-0722-02548,La Paz,Caranavi,Caranavi,Chijchipani,Zona 4348,-67.4232,-15.8093
Esc. Simon Bolivar,2-0723-02562,La Paz,Caranavi,Caranavi,Calama,Zona 4351,-67.59677,-15.62007
Esc. Carrasco La Reserva,2-0724-02559,La Paz,Caranavi,Caranavi,Carrasco la Reserva,Zona 4350,-67.51271,-15.73402
U.E. Mcal. Andrés de Santa Cruz,2-0725-02561,La Paz,Caranavi,Caranavi,Carrasco,Zona 4347,-67.497662,-15.745798
Col. Los Andes,2-0726-02570,La Paz,Caranavi,Caranavi,Alto Illimani,Zona 4345,-67.57357,-15.75793
Escuela Central Villamontes,2-3000-01330,La Paz,Caranavi,Caranavi,Villamontes,Zona 4348,-67.31539,-15.8295
Unidad Educativa Manchego,2-3269-20054,La Paz,Caranavi,Caranavi,Exaltación,Zona 4341,-67.60762,-15.852
Unidad Educativa Nueva Llusta 2da,2-3473-00001,La Paz,Caranavi,Caranavi,Nueva Llusta 2da.,Zona 4348,-67.39731,-15.85297
U. E. Sararia,2-0709-02568,La Paz,Caranavi,Alto Beni,Sararia,Zona 4356,-67.51301,-15.39834
U.E. Palmar Suapi,2-0711-25584,La Paz,Caranavi,Alto Beni,Suapi Alto Beni,Zona 4355,-67.450717,-15.512021
U. E. Bella Vista II,2-0712-02558,La Paz,Caranavi,Alto Beni,Santa Ana de Alto Beni,Zona 4358,-67.42459,-15.62154
U.E. Santa Rosa I,2-0717-25582,La Paz,Caranavi,Alto Beni,Santa Rosa,Zona 4355,-67.451256,-15.545953
U.E. Belén,2-0718-25583,La Paz,Caranavi,Alto Beni,Belén,Zona 4355,-67.444355,-15.555006
U. E. San Antonio,2-0719-02551,La Paz,Caranavi,Alto Beni,Eduardo Avaroa,Zona 4357,-67.17532,-15.6578
U. E. Villa Camacho,2-2999-01320,La Paz,Caranavi,Alto Beni,Piquendo,Zona 4354,-67.38728,-15.59628
U. E. Caserio Nueve,2-3675-00001,La Paz,Caranavi,Alto Beni,Villa Unificada,Zona 4358,-67.39796,-15.59869
U. E. Villa Litoral,2-3898-00001,La Paz,Caranavi,Alto Beni,Villa Litoral,Zona 4353,-67.306659,-15.588799
U. E. Villa El Porvenir,2-3899-00001,La Paz,Caranavi,Alto Beni,Villa El Porvenir,Zona 4352,-67.247881,-15.609614
U. E. Puente Alto Beni,2-3900-00001,La Paz,Caranavi,Alto Beni,Puente Alto Beni,Zona 4359,-67.376402,-15.563143
