Nombre,Código,Departamento,Provincia,Municipio,Asiento,Zona,Longitud,Latitud
Unidad Educativa Escola,2-0414-02607,La Paz,Inquisivi,Inquisivi,Escola,Zona 4080,-67.01402,-16.88219
Plaza Principal 16 de Julio,2-0415-02609,La Paz,Inquisivi,Inquisivi,Arcopongo,Zona 4082,-66.934636,-16.565607
Plaza Principal,2-0416-02608,La Paz,Inquisivi,Inquisivi,Patohoco,Zona 4082,-66.859566,-16.615227
Unidad Educativa Siguas,2-0417-02610,La Paz,Inquisivi,Inquisivi,Siguas,Zona 4076,-66.939957,-17.179514
Plaza de La Feria De Villa Victoria,2-0418-02611,La Paz,Inquisivi,Inquisivi,Villa Victoria,Zona 4078,-67.01423,-17.23652
Escuela Simon Bolivar,2-0419-02612,La Paz,Inquisivi,Inquisivi,Pocusca,Zona 4077,-66.91412,-17.25326
Esc. Eduardo Avaroa,2-0420-02613,La Paz,Inquisivi,Inquisivi,Eduardo Avaroa (Inquisivi),Zona 4080,-66.922,-16.79497
Sede Social,2-3229-08012,La Paz,Inquisivi,Inquisivi,Canqui Chico,Zona 4079,-67.09277,-16.88889
Sede Social,2-3380-00001,La Paz,Inquisivi,Inquisivi,Marca Tigre,Zona 4082,-67.086464,-16.6903
Unidad Educativa Mariscal Sucre,2-3381-00001,La Paz,Inquisivi,Inquisivi,Chillcani,Zona 4080,-67.08443,-16.78866
Unidad Educativa Kanamarca,2-3460-00001,La Paz,Inquisivi,Inquisivi,Kanamarca,Zona 4082,-67.08508,-16.327974
U.E. Pedro Domingo Murillo,2-4466-26498,La Paz,Inquisivi,Inquisivi,San Jacinto,Zona 4082,-66.75923,-16.68716
U.E. San Miguel,2-4467-26499,La Paz,Inquisivi,Inquisivi,Calacala Sequerancho,Zona 4082,-66.7873,-16.4649
Esc. Teodomiro Urquiola,2-0421-02614,La Paz,Inquisivi,Quime,Quime,Zona 4084,-67.215491,-16.98165
Esc. Pongo B2,2-0422-00615,La Paz,Inquisivi,Quime,Molinos,Zona 4084,-67.27655,-16.98723
Unidad Educativa Choquetanga,2-0423-02615,La Paz,Inquisivi,Quime,Choquetanga,Zona 4086,-67.31809,-16.8389
Escuela Huaynacota,2-0424-02616,La Paz,Inquisivi,Quime,Huayñacota,Zona 4083,-67.28345,-17.03332
Escuela U.E. Titiamaya,2-0425-08005,La Paz,Inquisivi,Quime,Figueroa,Zona 4085,-67.190325,-16.921061
Escuela Simon Bolivar,2-0426-00207,La Paz,Inquisivi,Quime,Mina Argentina,Zona 4086,-67.332634,-16.937901
U. E. Cajuata,2-0427-02618,La Paz,Inquisivi,Cajuata,Cajuata,Zona 4090,-67.17103,-16.69801
U. E. Circuata I,2-0428-02619,La Paz,Inquisivi,Cajuata,Circuata,Zona 4090,-67.23114,-16.64647
U. E. Simon Bolivar,2-0429-02620,La Paz,Inquisivi,Cajuata,Villa Kora,Zona 4089,-67.28862,-16.5991
U.E. Asociada Villa Barrientos,2-0430-02621,La Paz,Inquisivi,Cajuata,Villa Barrientos (Inquisivi),Zona 4090,-67.266001,-16.627446
U. E. Huaritolo,2-0431-02622,La Paz,Inquisivi,Cajuata,Huaritolo,Zona 4088,-67.20372,-16.72687
Casa de Gobierno,2-0432-02623,La Paz,Inquisivi,Cajuata,Suri,Zona 4087,-67.188935,-16.747896
U.E. Miguillas,2-3382-00001,La Paz,Inquisivi,Cajuata,Miguillas,Zona 4089,-67.33664,-16.55579
U.E. Lujmani,2-4562-32266,La Paz,Inquisivi,Cajuata,Lujmani,Zona 4089,-67.328184,-16.560949
Ladislao Cabrera,2-0433-02705,La Paz,Inquisivi,Colquiri,Colquiri,Zona 4093,-67.123528,-17.38916
U.E. Mariscal De Zepita,2-0433-25344,La Paz,Inquisivi,Colquiri,Colquiri,Zona 4093,-67.129597,-17.396121
Colegio Simon Bolivar,2-0434-02626,La Paz,Inquisivi,Colquiri,Caluyo,Zona 4096,-66.99767,-17.44226
Escuela Seccional Coriri,2-0435-02706,La Paz,Inquisivi,Colquiri,Coriri,Zona 4097,-66.86787,-17.39233
Escuela Aniceto Arce,2-0436-02710,La Paz,Inquisivi,Colquiri,Chicote Grande,Zona 4097,-66.880559,-17.350717
Escuela Jose Miguel Lanza,2-0437-02628,La Paz,Inquisivi,Colquiri,Lanza (Mohoza),Zona 4098,-66.945294,-17.361196
Casa de Gobierno,2-0438-02637,La Paz,Inquisivi,Colquiri,Machacamarca,Zona 4097,-66.90228,-17.38338
Escuela Caquena Entre Rios,2-0439-02629,La Paz,Inquisivi,Colquiri,Caquena,Zona 4098,-67.00492,-17.32234
Escuela Central Uyuni,2-0440-02630,La Paz,Inquisivi,Colquiri,Uyuni,Zona 4095,-66.91545,-17.44477
Escuela Pipini,2-0441-02695,La Paz,Inquisivi,Colquiri,Pipini,Zona 4095,-66.92647,-17.48633
Escuela Seccional Chualla,2-0442-02701,La Paz,Inquisivi,Colquiri,Chualla,Zona 4094,-66.860096,-17.460811
Casa de Gobierno,2-0443-02631,La Paz,Inquisivi,Colquiri,Huayllamarca,Zona 4091,-66.934615,-17.58608
Casa de Gobierno,2-0444-02632,La Paz,Inquisivi,Colquiri,Villa Janco Kota,Zona 4092,-66.981491,-17.552104
Colegio Alto De La Alianza,2-0445-02633,La Paz,Inquisivi,Colquiri,Pauca,Zona 4094,-66.842324,-17.530677
Esc. Simon Bolivar,2-3416-00001,La Paz,Inquisivi,Colquiri,Lacalacani,Zona 4091,-66.9579,-17.54244
Unidad Educativa Marquirivi,2-3461-00001,La Paz,Inquisivi,Colquiri,Marquirivi,Zona 4094,-66.84624,-17.48428
U.E. Llanquera,2-4077-25482,La Paz,Inquisivi,Colquiri,Llanquera,Zona 4097,-66.8915,-17.3383
Unidad Educativa,2-0446-02634,La Paz,Inquisivi,Ichoca,Ichoca,Zona 4105,-67.179884,-17.140596
Unidad Educativa German Busch,2-0447-02635,La Paz,Inquisivi,Ichoca,Gualberto Villarroel (Challa),Zona 4101,-67.17284,-17.24399
Escuela Jose Antonio De Sucre,2-0448-02636,La Paz,Inquisivi,Ichoca,German Busch,Zona 4100,-67.303973,-17.256346
Escuela Pedro Domingo Murillo,2-0449-02627,La Paz,Inquisivi,Ichoca,Franz Tamayo (Inquisivi),Zona 4103,-67.256906,-17.185015
Casa de Gobierno,2-0450-02638,La Paz,Inquisivi,Ichoca,General Camacho (Inquisivi),Zona 4104,-67.283773,-17.124592
Escuela Republica de Venezuela,2-0451-02639,La Paz,Inquisivi,Ichoca,Villa San Antonio Sirarani,Zona 4099,-67.084392,-17.157603
Esc. Central Luruta,2-0453-02640,La Paz,Inquisivi,Ichoca,Luruta,Zona 4102,-67.126742,-17.231774
Escuela Eliodoro Camacho,2-0454-02641,La Paz,Inquisivi,Villa Libertad Licoma,Licomapampa (Villa Libertad),Zona 4107,-67.204004,-16.804967
Escuela Mixta Charapaxi,2-0455-02642,La Paz,Inquisivi,Villa Libertad Licoma,Charapaxi,Zona 4106,-67.1801,-16.84146
U.E. Miguel Mercado Encinas,2-0459-02643,La Paz,Sud Yungas,Chulumani,Chulumani,Zona 4111,-67.526348,-16.409422
U.E. Juan Ramos de Tajma,2-0460-02645,La Paz,Sud Yungas,Chulumani,Tajma,Zona 4111,-67.479166,-16.374527
U.E. Técnico Humanístico Pasto Pata,2-0461-25345,La Paz,Sud Yungas,Chulumani,Pasto Pata,Zona 4111,-67.470441,-16.367447
U.E. Eloy Alvarez Plata de Chirca,2-0462-26162,La Paz,Sud Yungas,Chulumani,Chirca,Zona 4110,-67.58425,-16.38847
U.E. Huancane,2-0463-02648,La Paz,Sud Yungas,Chulumani,Huancane,Zona 4112,-67.536615,-16.378603
Colegio Gral. Armando Escobar Uria,2-0464-02649,La Paz,Sud Yungas,Chulumani,Ocobaya,Zona 4109,-67.51199,-16.43177
Colegio Técnico Humanístico Cutusuma,2-0465-26171,La Paz,Sud Yungas,Chulumani,Villa Asunta Cutusuma,Zona 4108,-67.50441,-16.44257
Esc. Colopampa,2-3417-00001,La Paz,Sud Yungas,Chulumani,Colopampa,Zona 4112,-67.53527,-16.28799
U.E. Agustín Aspiazu,2-0466-02652,La Paz,Sud Yungas,Irupana,Irupana,Zona 4115,-67.45403,-16.471747
U.E. 5 de Mayo,2-0466-32265,La Paz,Sud Yungas,Irupana,Irupana,Zona 4115,-67.454884,-16.472784
Esc. Central La Plazuela,2-0467-02709,La Paz,Sud Yungas,Irupana,La Plazuela,Zona 4115,-67.40361,-16.52655
Esc. T.C. Rafael Pabon,2-0468-02708,La Paz,Sud Yungas,Irupana,Tableria,Zona 4117,-67.34905,-16.49079
U.E. Chicaloma,2-0469-02652,La Paz,Sud Yungas,Irupana,Chicaloma,Zona 4116,-67.478102,-16.443908
Plaza 25 de Julio,2-0470-02712,La Paz,Sud Yungas,Irupana,Lambate,Zona 4114,-67.702995,-16.6026
Colegio Tte.Cnl. Rafael Pabon,2-0472-02654,La Paz,Sud Yungas,Irupana,Tres Ríos,Zona 4114,-67.79365,-16.57078
Col. Nucleo Rosario,2-0473-02655,La Paz,Sud Yungas,Irupana,Pariguaya,Zona 4113,-67.6368,-16.65357
U.E. Victor Centellas,2-0474-02656,La Paz,Sud Yungas,Irupana,Laza,Zona 4117,-67.444803,-16.426141
Sede de Laza,2-0474-32264,La Paz,Sud Yungas,Irupana,Laza,Zona 4117,-67.443448,-16.429303
Unidad Educativa Taca,2-0475-02657,La Paz,Sud Yungas,Irupana,Taca,Zona 4113,-67.59009,-16.6741
Esc. Victorio Lanza,2-0476-02658,La Paz,Sud Yungas,Irupana,Victorio Lanza,Zona 4118,-67.43213,-16.40116
U.E. Unión Huiri,2-3310-26163,La Paz,Sud Yungas,Irupana,Unión Huiri,Zona 4118,-67.35186,-16.301806
U.E. Siquiljara,2-3825-00001,La Paz,Sud Yungas,Irupana,Siquiljara,Zona 4115,-67.43041,-16.4995
U.E. Nucleo Alejandro Perez,2-3827-00001,La Paz,Sud Yungas,Irupana,Isquircani,Zona 4115,-67.39616,-16.48061
U.E. Curihuati,2-3828-00001,La Paz,Sud Yungas,Irupana,Curihuati,Zona 4113,-67.53439,-16.62459
U.E. Lejna,2-4177-25609,La Paz,Sud Yungas,Irupana,Lejna,Zona 4117,-67.424229,-16.417004
U.E. Totoral,2-4178-25610,La Paz,Sud Yungas,Irupana,Totoral,Zona 4114,-67.741334,-16.593571
U.E. German Busch,2-4499-32132,La Paz,Sud Yungas,Irupana,Bolsa Negra,Zona 4114,-67.793439,-16.555748
Unidad Educ. Felix Ernesto Moscoso,2-0477-02659,La Paz,Sud Yungas,Yanacachi,Yanacachi,Zona 4124,-67.73924,-16.39802
Esc. Eduardo Avaroa,2-0478-00659,La Paz,Sud Yungas,Yanacachi,La Chojlla,Zona 4124,-67.77512,-16.40746
Agencia Cantonal,2-0479-02696,La Paz,Sud Yungas,Yanacachi,Villa Aspiazu,Zona 4120,-67.67539,-16.40772
Escuela Puente Villa,2-0480-02660,La Paz,Sud Yungas,Yanacachi,Puente Villa,Zona 4120,-67.64563,-16.40512
Esc. Unid Edu. Palos Blancos,2-0481-02661,La Paz,Sud Yungas,Palos Blancos,Palos Blancos,Zona 4134,-67.24989,-15.58425
Escuela Unidad Educativa Popoy,2-0482-02700,La Paz,Sud Yungas,Palos Blancos,Popoy,Zona 4133,-67.16382,-15.64156
Esc. San Miguel de Huachi,2-0483-02663,La Paz,Sud Yungas,Palos Blancos,San Miguel de Huachi,Zona 4132,-67.13039,-15.67505
Esc. Franz Tamayo,2-0484-02664,La Paz,Sud Yungas,Palos Blancos,Covendo,Zona 4128,-66.97848,-15.79254
Esc. Remolinos,2-0485-00663,La Paz,Sud Yungas,Palos Blancos,Remolino,Zona 4130,-67.10275,-15.70205
U. E. Sapecho B,2-0486-02665,La Paz,Sud Yungas,Palos Blancos,Sapecho,Zona 4135,-67.33434,-15.55851
U.E. Santa Ana de Mosetenes,2-0487-02666,La Paz,Sud Yungas,Palos Blancos,Santa Ana de Mosetenes,Zona 4136,-67.426022,-15.511268
Esc. Mapurichuqui,2-0488-00666,La Paz,Sud Yungas,Palos Blancos,Mapurichuqui,Zona 4135,-67.38571,-15.53334
U.E. Tucupi,2-0490-25731,La Paz,Sud Yungas,Palos Blancos,Tucupi,Zona 4131,-67.052493,-15.735714
Colegio Gral. Juan Jose Torrez,2-0491-02707,La Paz,Sud Yungas,Palos Blancos,Sillar,Zona 4137,-67.15504,-15.43328
Esc. Secc. Puerto Carmen,2-0492-02668,La Paz,Sud Yungas,Palos Blancos,Puerto Carmen,Zona 4129,-67.10754,-15.72647
Colegio Inicua Alto,2-2769-02669,La Paz,Sud Yungas,Palos Blancos,Inicua Alto,Zona 4138,-67.21655,-15.49705
Escuela Cocochi,2-3230-08013,La Paz,Sud Yungas,Palos Blancos,Cocochi,Zona 4127,-67.03598,-15.76373
U.E. Villa Concepción,2-4412-26152,La Paz,Sud Yungas,Palos Blancos,Villa Concepción,Zona 4125,-66.948312,-15.831457
U.E. El Mosetén,2-4416-26156,La Paz,Sud Yungas,Palos Blancos,Inicua Bajo,Zona 4140,-67.474617,-15.295872
U.E. San José,2-4539-32232,La Paz,Sud Yungas,Palos Blancos,San José,Zona 4126,-66.998943,-15.80412
U.E. Arancibia de Moseténes,2-4542-32235,La Paz,Sud Yungas,Palos Blancos,Playa Verde,Zona 4134,-67.253677,-15.523041
U.E. Cogotay,2-4549-32243,La Paz,Sud Yungas,Palos Blancos,San Pedro de Cogotay,Zona 4128,-66.914889,-15.838413
U.E. San Juan de Pojponendo,2-4552-32246,La Paz,Sud Yungas,Palos Blancos,San Juan de Pojponendo,Zona 4140,-67.531369,-15.24277
U.E. Agua Dulce,2-4553-32247,La Paz,Sud Yungas,Palos Blancos,Agua Dulce,Zona 4127,-67.080246,-15.750952
U.E. Colorado,2-4560-32259,La Paz,Sud Yungas,Palos Blancos,Colorado,Zona 4136,-67.403118,-15.487235
Esc. Rene Barrientos Ortuno,2-0493-02670,La Paz,Sud Yungas,La Asunta,La Asunta,Zona 4152,-67.19631,-16.12306
Unidad Educativa Central Quinuni,2-0494-02671,La Paz,Sud Yungas,La Asunta,Central Quinuni,Zona 4152,-67.12872,-16.24596
Colegio Las Mercedes,2-0495-02672,La Paz,Sud Yungas,La Asunta,Las Mercedes,Zona 4148,-67.34164,-16.28541
Escuela Puerto Rico,2-0496-02673,La Paz,Sud Yungas,La Asunta,Puerto Rico,Zona 4154,-67.23912,-15.91417
U.E. Villa Barrientos,2-0497-26164,La Paz,Sud Yungas,La Asunta,Villa Barrientos,Zona 4144,-67.42681,-16.31564
U.E. La Calzada,2-0498-26165,La Paz,Sud Yungas,La Asunta,La Calzada,Zona 4148,-67.32014,-16.29707
Esc. Batallon Colorados,2-0499-02676,La Paz,Sud Yungas,La Asunta,Chamaca,Zona 4145,-67.23377,-16.24007
Esc. Yanamayu,2-0500-02677,La Paz,Sud Yungas,La Asunta,Yanamayu,Zona 4146,-67.24638,-16.25433
U.E. Callisaya,2-0501-26167,La Paz,Sud Yungas,La Asunta,Calizaya,Zona 4152,-67.17803,-16.20128
U.E. Charia,2-0502-26168,La Paz,Sud Yungas,La Asunta,Charia,Zona 4150,-67.170422,-16.061977
U.E. Mariscal Sucre,2-0503-26169,La Paz,Sud Yungas,La Asunta,Pichari,Zona 4153,-67.1724,-16.03661
Casa de Gobierno,2-0504-02680,La Paz,Sud Yungas,La Asunta,San José,Zona 4153,-67.16822,-16.02656
Colegio Pedro Domingo Murillo,2-0505-02681,La Paz,Sud Yungas,La Asunta,Cota Pata,Zona 4153,-67.17278,-15.99563
U.E. Colopampa Grande,2-0507-26166,La Paz,Sud Yungas,La Asunta,Colopampa Grande,Zona 4143,-67.28105,-16.2848
U.E. 10 de Febrero,2-3231-26170,La Paz,Sud Yungas,La Asunta,16 de Julio,Zona 4151,-67.21868,-15.98889
Esc. Pedro Domingo Murillo,2-3418-00001,La Paz,Sud Yungas,La Asunta,Copalani,Zona 4147,-67.23003,-16.17662
Unidad Educativa Nuevos Horizontes,2-3462-00001,La Paz,Sud Yungas,La Asunta,Nuevos Horizontes,Zona 4152,-67.084337,-16.067354
Unidad Educativa Siguani Grande,2-3463-00001,La Paz,Sud Yungas,La Asunta,Siguani Grande,Zona 4152,-67.1498,-16.02148
U.E. Santa Rosa,2-3832-00001,La Paz,Sud Yungas,La Asunta,Santa Rosa,Zona 4142,-67.29982,-16.29054
U.E. Luis Ramos,2-4127-25544,La Paz,Sud Yungas,La Asunta,Las Americas,Zona 4152,-67.136959,-16.162151
U.E. Puerto Mejillones,2-4587-32300,La Paz,Sud Yungas,La Asunta,Puerto Mejillones,Zona 4154,-67.228349,-15.900628
U.E. Franz Tamayo,2-0508-02307,La Paz,Los Andes,Pucarani,Pucarani,Zona 4162,-68.474415,-16.39749
Colegio Cohana,2-0509-02262,La Paz,Los Andes,Pucarani,Cohana,Zona 4161,-68.65945,-16.37055
Colegio San Salvador,2-0510-02320,La Paz,Los Andes,Pucarani,Patamanta,Zona 4163,-68.37844,-16.37475
U.E. Santa Ana,2-0510-32345,La Paz,Los Andes,Pucarani,Patamanta,Zona 4165,-68.358749,-16.398471
Colegio Mario Gutierrez,2-0511-02263,La Paz,Los Andes,Pucarani,Villa Iquiaca,Zona 4160,-68.5423,-16.40942
Escuela Chojasivi,2-0512-02264,La Paz,Los Andes,Pucarani,Chojasivi,Zona 4159,-68.69275,-16.44042
U.E. Mariscal de Ayacucho,2-0513-25738,La Paz,Los Andes,Pucarani,Lacaya,Zona 4158,-68.659875,-16.445069
Colegio Chiarpata,2-0514-02265,La Paz,Los Andes,Pucarani,Villa Pabon de Chiarpata,Zona 4160,-68.52587,-16.35778
Escuela Catavi,2-0515-02266,La Paz,Los Andes,Pucarani,Catavi,Zona 4158,-68.58923,-16.48189
Esc. Central Chipamaya,2-0516-02267,La Paz,Los Andes,Pucarani,Ascención Chipamaya,Zona 4162,-68.42702,-16.38573
U.E. Corapata,2-0517-25736,La Paz,Los Andes,Pucarani,Villa Rosario Corapata,Zona 4162,-68.370596,-16.439072
U. E. 24 de Junio,2-0517-32204,La Paz,Los Andes,Pucarani,Villa Rosario Corapata,Zona 4156,-68.332828,-16.438044
Col. Nal.Chojña Collo,2-0518-02338,La Paz,Los Andes,Pucarani,Chojña Collo,Zona 4162,-68.42926,-16.44215
Escuela Antofagasta,2-0520-02269,La Paz,Los Andes,Pucarani,Villa Vilaque,Zona 4162,-68.33107,-16.42799
U.E. Boliviano Japones,2-0533-25737,La Paz,Los Andes,Pucarani,Huayna Potosi,Zona 4163,-68.412686,-16.334456
Esc. Gualberto Villarroel,2-0544-02260,La Paz,Los Andes,Pucarani,Aygachi,Zona 4161,-68.594795,-16.376528
U. E. Pedro Domingo Murillo,2-0521-02316,La Paz,Los Andes,Laja,Laja,Laja,-68.38843,-16.53407
U. E. Kentupata,2-0522-02359,La Paz,Los Andes,Laja,Quintupata,Kentupata 2,-68.50268,-16.62749
U. E. Técnico Humanístico Tambillo,2-0523-02308,La Paz,Los Andes,Laja,Tambillo,Collo Collo 1,-68.50755,-16.57151
Mercado San Juan,2-0524-02270,La Paz,Los Andes,Laja,Villa S. Juan de Satatotora,Sacacani 5,-68.46218,-16.69142
U. E. Curva Pucara,2-0525-02271,La Paz,Los Andes,Laja,Curva Pucara,Chuñu Chununi 1,-68.571666,-16.595684
U.E. Collo Collo,2-0527-25734,La Paz,Los Andes,Laja,Collo Collo,Collo Collo 3,-68.5683,-16.5727
U. E. René Barrientos Ortuño,2-0528-25735,La Paz,Los Andes,Laja,San Juan Rosario,Sequeri,-68.551786,-16.53031
U. E. Cantapa,2-2992-02133,La Paz,Los Andes,Laja,Cantapa,Sacacani 1,-68.554894,-16.654839
U. E. Copajira,2-3232-08019,La Paz,Los Andes,Laja,Copajira,Kentupata,-68.44736,-16.59749
U. E. Republica de Iran,2-3233-08020,La Paz,Los Andes,Laja,Kallutaca,Ticuyo 4,-68.306425,-16.526206
U.E. Callamarca,2-3835-00001,La Paz,Los Andes,Laja,Callamarca,Chuñu Chununi 4,-68.576619,-16.63638
U.E. Gualberto Villarroel de Sacacani,2-3837-00001,La Paz,Los Andes,Laja,Sacacani,Sacacani 1,-68.50606,-16.68419
U.E. República Bolivariana de Venezuela,2-4181-25613,La Paz,Los Andes,Laja,Puchucollo Bajo,Pochocollo Bajo Sur,-68.242883,-16.542281
U. E. 25 de Julio,2-4518-32178,La Paz,Los Andes,Laja,Com. Indígena Originaria Chuñuchuñuni,Chuñu Chununi 3,-68.588897,-16.616798
U.E. Capacasi,2-4586-32298,La Paz,Los Andes,Laja,Capacasi,Cucuta,-68.318252,-16.48182
U.E. Capiri,2-4596-32341,La Paz,Los Andes,Laja,Comunidad Indígena Originaria Capiri,Capiri,-68.408211,-16.652085
U.E. Sequeri,2-4600-32365,La Paz,Los Andes,Laja,Comunidad Indígena Originaria Sequeri,Collo Collo 3,-68.582958,-16.551067
Escuela Genoveva Rios,2-0529-02253,La Paz,Los Andes,Batallas,Batallas,Zona 4183,-68.53124,-16.30003
U.E. Villa Asunción De Caluyo,2-0530-25740,La Paz,Los Andes,Batallas,Asunción de Caluyo,Zona 4179,-68.509548,-16.329089
Col. Fiscal Boliviano Cubano,2-0531-02274,La Paz,Los Andes,Batallas,Carhuiza,Zona 4190,-68.52594,-16.30013
U.E. Calasaya,2-0532-25739,La Paz,Los Andes,Batallas,Villa Remedios de Calazaya,Zona 4176,-68.513242,-16.342017
Colegio Don Bosco,2-0534-02336,La Paz,Los Andes,Batallas,Yaurichambi,Zona 4180,-68.46431,-16.31361
U.E. Huancane,2-0535-25744,La Paz,Los Andes,Batallas,Huancane (Los Andes),Zona 4189,-68.556964,-16.254524
U.E. Julián Túpac Katari,2-0536-25745,La Paz,Los Andes,Batallas,Peñas,Zona 4192,-68.499636,-16.235946
Col. Pedro Domingo Murillo,2-0537-02258,La Paz,Los Andes,Batallas,Kerani,Zona 4199,-68.50931,-16.1562
U.E. Fray Jose Antonio  Zampa,2-0538-25742,La Paz,Los Andes,Batallas,Villa Ascención Tuquia,Zona 4195,-68.466893,-16.212498
U.E. Franz Tamayo de Chachacomani,2-0539-25743,La Paz,Los Andes,Batallas,V. S. Juan de Chachacomani,Zona 4199,-68.545678,-16.103505
U.E. Libertador Simón Bolívar,2-3090-25741,La Paz,Los Andes,Batallas,Los Rosarios de Suriquiña,Zona 4191,-68.46293,-16.259288
Colegio Técnico Humanístico Chirapaca,2-3631-00001,La Paz,Los Andes,Batallas,Chirapaca,Zona 4188,-68.49313,-16.29834
Escuela Puerto Perez,2-0540-02255,La Paz,Los Andes,Puerto Pérez,Puerto Pérez,Zona 4200,-68.60112,-16.28587
Esc. Mixto 16 De Julio,2-0541-02333,La Paz,Los Andes,Puerto Pérez,Isla Suriqui,Zona 4200,-68.759805,-16.306567
Escuela Central Cascachi,2-0546-02261,La Paz,Los Andes,Puerto Pérez,Cascachi,Zona 4201,-68.67452,-16.3437
Escuelas Populares Don Bosco,2-3311-00001,La Paz,Los Andes,Puerto Pérez,Karapata Alta,Zona 4200,-68.586137,-16.346899
Unidad Educativa Cumana,2-3464-00001,La Paz,Los Andes,Puerto Pérez,Cumana,Zona 4201,-68.63633,-16.34833
Col. Nal. Sica Sica,2-0547-02809,La Paz,Aroma,Sicasica,Sica Sica,Zona 4210,-67.739379,-17.332199
U.E Integral Ayamaya,2-0548-25793,La Paz,Aroma,Sicasica,Ayamaya,Zona 4208,-67.728698,-17.384031
Casa de Gobierno,2-0549-02811,La Paz,Aroma,Sicasica,Chijmuni,Zona 4205,-67.859455,-17.34212
U.E. Santiago de Laurani,2-0550-25792,La Paz,Aroma,Sicasica,Santiago de Laurani,Zona 4210,-67.793128,-17.383663
Escuela Eden,2-0551-02813,La Paz,Aroma,Sicasica,Pujravi (Lahuachaca),Zona 4203,-67.673412,-17.372276
Colegio Tawantinsuyo,2-0552-02814,La Paz,Aroma,Sicasica,Esteban Arce,Zona 4204,-67.63738,-17.38684
Escuela Simon Bolivar,2-0553-02815,La Paz,Aroma,Sicasica,Colpapucho Belén,Zona 4204,-67.57315,-17.398199
Unidad Educativa Conani,2-0554-02816,La Paz,Aroma,Sicasica,German Busch (Conani),Zona 4209,-67.52164,-17.43539
Col. Tomas Katari,2-0555-02817,La Paz,Aroma,Sicasica,Kajani,Zona 4206,-67.58031,-17.22041
Esc. Jose M. Pando,2-0556-02818,La Paz,Aroma,Sicasica,Panduro,Zona 4202,-67.44505,-17.49286
Unidad Educativa Chuacollo Grande,2-0557-02819,La Paz,Aroma,Sicasica,Villa Chuacollo Grande,Zona 4211,-67.6738,-17.2105
U.E. Hurinzaya,2-0558-25794,La Paz,Aroma,Sicasica,Machacamarca (Aroma),Zona 4207,-67.595831,-17.450385
U.E. Jaruma B,2-0559-25795,La Paz,Aroma,Sicasica,Manuel Isidoro Belzu (Jaruma),Zona 4212,-67.574911,-17.261591
Col. 6 de Junio,2-0560-02822,La Paz,Aroma,Sicasica,Achaya,Zona 4212,-67.467258,-17.236535
Unidad Educativa Pedro Domingo Murillo,2-3312-00001,La Paz,Aroma,Sicasica,Cala Cala,Zona 4209,-67.51456,-17.48516
Unidad Educativa Bartolina Sisa A,2-3636-00001,La Paz,Aroma,Sicasica,Sora Sora,Zona 4210,-67.82572,-17.38552
U.E. Gral. Demetrio Ramos,2-0561-25789,La Paz,Aroma,Umala,Umala,Zona 4221,-68.019207,-17.37345
Casa de Gobierno,2-0562-02901,La Paz,Aroma,Umala,Cañaviri,Zona 4223,-68.039211,-17.331968
Col. De Ventilla,2-0563-02825,La Paz,Aroma,Umala,Santiago de Ventilla,Zona 4222,-68.10613,-17.29234
Escuela San Miguel de Copani,2-0564-02878,La Paz,Aroma,Umala,San Miguel Copani,Zona 4220,-68.06709,-17.33392
Unidad Educativa Llanga Belen,2-0565-02827,La Paz,Aroma,Umala,Llanga Belén,Zona 4219,-67.906396,-17.348206
U.E. Huari Belen B,2-0566-25790,La Paz,Aroma,Umala,Puerto Huari Belén,Zona 4214,-68.008048,-17.463459
U.E. Jaime Mendoza,2-0567-25788,La Paz,Aroma,Umala,Vituy Vinto,Zona 4224,-68.177539,-17.368552
Casa de Gobierno,2-0568-02830,La Paz,Aroma,Umala,Santiago de Collana,Zona 4213,-67.958353,-17.430536
U.E. Asunción de Huancarama,2-0569-25787,La Paz,Aroma,Umala,Asunción Huancarama,Zona 4220,-68.113982,-17.35766
Col. Nal. Mixto San Jose,2-0570-02832,La Paz,Aroma,Umala,San José (Aroma),Zona 4217,-67.931071,-17.390191
U.E. Kellhuiri,2-3839-00001,La Paz,Aroma,Umala,Kellhuiri,Zona 4224,-68.155785,-17.325888
U.E. Cayriri,2-4353-26053,La Paz,Aroma,Umala,Cairiri,Zona 4215,-68.110557,-17.425513
Col. Ayo Ayo,2-0571-02833,La Paz,Aroma,Ayo Ayo,Ayo Ayo,Zona 4229,-68.005448,-17.0922
Esc. Calacachi,2-0572-02834,La Paz,Aroma,Ayo Ayo,Villa Carmen Calacachi,Zona 4227,-68.14827,-17.06024
Esc. Sta. Rosa de Lima,2-0573-02835,La Paz,Aroma,Ayo Ayo,Santa Rosa de Lima Pomani,Zona 4225,-68.06953,-17.13371
Esc. Franz Tamayo,2-0574-02836,La Paz,Aroma,Ayo Ayo,Collana Tolar,Zona 4228,-68.06002,-17.01099
Casa de Gobierno,2-0599-02862,La Paz,Aroma,Ayo Ayo,Tupac Katari,Zona 4229,-68.014,-17.18632
Colegio José Ballivián,2-3635-00001,La Paz,Aroma,Ayo Ayo,Alto Pomani,Zona 4225,-68.081073,-17.174231
U.E. Rosa Kroeber Vda. de Carpio,2-0575-25784,La Paz,Aroma,Calamarca,Calamarca,Zona 4233,-68.115707,-16.906099
